patient|anim_group|breed|age_in_days|wt_in_kg|amount|amount_units|amount_certain|expo_time|expo_certain|finding_type|finding_numb|when_seen|finding|status|time_to_onset
130115555|"Canine Domestic"|"Havanese Dog"|1826|4.3|50.000|"count"|"Evidence"|"2013-12-01-13.45.37"|"Evidence"||||"None"||"Date error"
130120195|"Canine Domestic"|"Dalmatian Dog"|4382|18.1|20.000|"count"|"Not Specific"|"2013-12-15-15.00.37"|"Evidence"||||"None"||"Date error"
130126171|"Canine Domestic"|"Parson Russell Terrier"|300|9.0|3.000|"count"|"Possible"|"2014-01-01-11.30.34"|"Observed"||||"None"||"Date error"
130126263|"Canine Domestic"|"Beagle Dog"|730|17.2|0.000|"Unk"|"Unknown"|"2014-01-01-17.00.45"|"Observed"||||"None"||"Date error"
130091994|"Feline Domestic"|"Domestic Shorthair Cat"|2556|3.1|0.000|"Not App"|"Not Specific"|"2013-09-20-22.50.30"|"Possible"||||"None"||"Date error"
130092672|"Canine Domestic"|"Labrador Retriever"|1826|45.3|4.000|"count"|"Possible"|"2013-09-22-16.40.08"|"Evidence"||||"None"||"Date error"
130093037|"Canine Domestic"|"Beagle Dog"|1095|18.1|0.000|"Not App"|"Not Specific"|"2013-09-24-00.15.51"|"Observed"||||"None"||"Date error"
130094807|"Canine Domestic"|"Australian Shepherd Dog"|150|4.9|3.000|"count"|"Observed"|"2013-09-29-13.05.17"|"Observed"||||"None"||"Date error"
130096833|"Canine Domestic"|"Parson Russell Terrier"|365|8.2|6.000|"count"|"Suspected"|"2013-10-05-14.00.04"|"Evidence"||||"None"||"Date error"
130096914|"Canine Domestic"|"Plott Hound"|1095|19.4|2.000|"count"|"Possible"|"2013-10-05-17.47.35"|"Suspected"||||"None"||"Date error"
130099264|"Canine Domestic"|"Labrador Retriever"|180|13.1|0.000|"Not App"|"Not Specific"|"2013-10-13-10.45.05"|"Evidence"||||"None"||"Date error"
130099690|"Canine Domestic"|"Maltese Dog"|2556|5.4|0.500|"count"|"Evidence"|"2013-10-14-13.15.01"|"Suspected"||||"None"||"Date error"
130100952|"Canine Domestic"|"American Pit Bull Terrier"|730|33.9|2.000|"count"|"Observed"|"2013-10-17-22.45.47"|"Observed"||||"None"||"Date error"
130103321|"Canine Domestic"|"Yorkshire Terrier"|913|2.7|3.000|"count"|"Evidence"|"2013-10-24-21.55.18"|"Observed"||||"None"||"Date error"
130105502|"Canine Domestic"|"Canine Domestic Unspecified"|1460|20.0|85.000|"count"|"Suspected"|"2013-10-31-12.30.56"|"Evidence"||||"None"||"Date error"
130106233|"Canine Domestic"|"Miniature Poodle Dog"|2191|13.8|6.000|"count"|"Possible"|"2013-11-02-17.30.09"|"Evidence"||||"None"||"Date error"
130106301|"Canine Domestic"|"French Bulldog"|2191|12.6|1.000|"count"|"Possible"|"2013-11-02-19.55.32"|"Evidence"||||"None"||"Date error"
130072451|"Canine Domestic"|"Chihuahua Dog"|1095|6.7|0.000|"Not App"|"Not Specific"|"2013-07-28-19.25.22"|"Observed"||||"None"||"Date error"
130073124|"Canine Domestic"|"Great Pyrenees Dog"|365|33.0|20.000|"count"|"Possible"|"2013-07-30-15.15.15"|"Evidence"||||"None"||"Date error"
130076403|"Canine Domestic"|"Labrador Retriever"|1460|45.3|27.500|"count"|"Suspected"|"2013-08-08-07.50.07"|"Evidence"||||"None"||"Date error"
130083239|"Canine Domestic"|"Alaskan Malamute Dog"|2921|44.4|0.000|"Unk"|"Unknown"|"2013-08-26-20.00.12"|"Evidence"||||"None"||"Date error"
130083778|"Canine Domestic"|"Bulldog"|1826|20.3|6.000|"count"|"Possible"|"2013-08-28-18.25.03"|"Evidence"||||"None"||"Date error"
130084103|"Canine Domestic"|"Miniature Dachshund Dog"|1460|6.0|4.000|"count"|"Possible"|"2013-08-29-16.10.25"|"Observed"||||"None"||"Date error"
130087025|"Canine Domestic"|"Chihuahua Dog"|1826|4.5|1.500|"count"|"Observed"|"2013-09-06-19.15.21"|"Observed"||||"None"||"Date error"
130087197|"Canine Domestic"|"Miniature Poodle Dog"|2191|2.2|35.000|"count"|"Evidence"|"2013-09-07-10.00.20"|"Evidence"||||"None"||"Date error"
130087496|"Canine Domestic"|"German Shepherd Dog"|120|13.1|1.000|"count"|"Observed"|"2013-09-08-05.30.36"|"Evidence"||||"None"||"Date error"
130089774|"Canine Domestic"|"Canine Domestic Unspecified"|600|5.4|0.000|"Unk"|"Unknown"|"2013-09-13-19.00.10"|"Evidence"||||"None"||"Date error"
130091525|"Canine Domestic"|"American Pit Bull Terrier"|730|19.4|0.000|"Not App"|"Not Specific"|"2013-09-19-16.10.10"|"Observed"||||"None"||"Date error"
130091958|"Canine Domestic"|"Bichon Frise Dog"|913|5.8|5.000|"count"|"Possible"|"2013-09-20-20.17.49"|"Evidence"||||"None"||"Date error"
130054172|"Canine Domestic"|"Coton de Tulear Dog"|365|4.5|4.000|"count"|"Observed"|"2013-06-11-19.37.30"|"Observed"||||"None"||"Date error"
130054593|"Canine Domestic"|"Beagle Dog"|210|9.5|3.000|"count"|"Possible"|"2013-06-12-20.40.54"|"Observed"||||"None"||"Date error"
130056300|"Canine Domestic"|"Bichon Frise Dog"|730|4.5|0.000|"Not App"|"Not Specific"|"2013-06-17-08.30.12"|"Evidence"||||"None"||"Date error"
130061138|"Canine Domestic"|"Cocker Spaniel"|1460|13.5|7.000|"count"|"Possible"|"2013-06-29-20.15.52"|"Observed"||||"None"||"Date error"
130063825|"Canine Domestic"|"Maltese Dog"|730|4.0|1.000|"count"|"Observed"|"2013-07-06-12.30.59"|"Observed"||||"None"||"Date error"
130063838|"Canine Domestic"|"Pug Dog"|1278|10.4|1.000|"count"|"Observed"|"2013-07-06-12.00.28"|"Observed"||||"None"||"Date error"
130065974|"Canine Domestic"|"French Bulldog"|180|10.4|5.000|"count"|"Evidence"|"2013-07-11-18.30.24"|"Evidence"||||"None"||"Date error"
130066392|"Canine Domestic"|"Shih Tzu Dog"|365|6.4|2.000|"count"|"Observed"|"2013-07-12-20.00.05"|"Observed"||||"None"||"Date error"
130066404|"Canine Domestic"|"Labrador Retriever"|2921|32.6|0.000|"Not App"|"Not Specific"|"2013-07-12-10.30.46"|"Evidence"||||"None"||"Date error"
130069812|"Canine Domestic"|"Border Collie Dog"|2556|22.6|1.000|"count"|"Possible"|"2013-07-21-21.45.45"|"Possible"||||"None"||"Date error"
130071631|"Canine Domestic"|"Yorkshire Terrier"|547|2.7|3.000|"count"|"Possible"|"2013-07-26-18.00.49"|"Observed"||||"None"||"Date error"
130013591|"Canine Domestic"|"Bernese Mountain Dog"|150|21.7|4.000|"lb"|"Evidence"|"2013-02-15-21.15.37"|"Evidence"||||"None"||"Date error"
130022576|"Canine Domestic"|"Golden Retriever"|547|27.1|2.000|"lb"|"Possible"|"2013-03-16-17.00.57"|"Observed"||||"None"||"Date error"
130026658|"Canine Domestic"|"Boxer Dog"|210|22.6|1.000|"lb"|"Possible"|"2013-03-28-21.45.04"|"Evidence"||||"None"||"Date error"
130027983|"Canine Domestic"|"Golden Retriever"|2191|26.2|30.000|"count"|"Possible"|"2013-04-01-10.30.20"|"Evidence"||||"None"||"Date error"
130028875|"Canine Domestic"|"Canine Domestic Unspecified"|1460|3.9|4.000|"count"|"Evidence"|"2013-04-03-23.00.20"|"Evidence"||||"None"||"Date error"
130029045|"Canine Domestic"|"Akita Dog"|3835|35.3|20.000|"count"|"Possible"|"2013-04-04-16.00.28"|"Evidence"||||"None"||"Date error"
130029296|"Canine Domestic"|"Parson Russell Terrier"|180|2.2|5.000|"count"|"Evidence"|"2013-04-05-17.10.05"|"Observed"||||"None"||"Date error"
130030457|"Canine Domestic"|"Shih Tzu Dog"|1460|9.0|0.000|"Not App"|"Not Specific"|"2013-04-08-21.44.42"|"Evidence"||||"None"||"Date error"
130033591|"Feline Domestic"|"Domestic Shorthair Cat"|730|5.4|0.000|"Not App"|"Not Specific"|"2013-04-17-20.58.10"|"Observed"||||"None"||"Date error"
130038187|"Canine Domestic"|"Labrador Retriever"|180|30.2|0.000|"Not App"|"Not Specific"|"2013-04-30-19.40.02"|"Evidence"||||"None"||"Date error"
130038467|"Canine Domestic"|"Maltese Dog"|913|2.2|0.000|"Unk"|"Unknown"|"2013-05-01-15.30.16"|"Evidence"||||"None"||"Date error"
130045483|"Canine Domestic"|"Canine Domestic Unspecified"|5478|38.5|10.000|"count"|"Observed"|"2013-05-19-22.40.07"|"Observed"||||"None"||"Date error"
130053579|"Canine Domestic"|"German Shorthaired Pointer"|2921|24.9|0.000|"Not App"|"Not Specific"|"2013-06-09-09.54.02"|"Possible"||||"None"||"Date error"
120102276|"Canine Domestic"|"Golden Retriever"|547|29.4|6.000|"count"|"Possible"|"2012-10-31-15.00.36"|"Observed"||||"None"||"Date error"
120105559|"Canine Domestic"|"Golden Retriever"|1278|19.9|10.000|"count"|"Possible"|"2012-11-10-13.50.56"|"Evidence"||||"None"||"Date error"
120105890|"Canine Domestic"|"Shiba Inu Dog"|730|14.9|20.000|"count"|"Not Specific"|"2012-11-11-17.00.43"|"Unknown"||||"None"||"Date error"
120107409|"Canine Domestic"|"Golden Retriever"|365|9.0|2.000|"count"|"Observed"|"2012-11-16-13.00.52"|"Evidence"||||"None"||"Date error"
120108526|"Canine Domestic"|"Canine Domestic Unspecified"|4382|11.7|10.000|"count"|"Evidence"|"2012-11-19-23.00.16"|"Observed"||||"None"||"Date error"
120108796|"Canine Domestic"|"Chihuahua Dog"|90|1.5|0.500|"count"|"Evidence"|"2012-11-20-22.20.44"|"Observed"||||"None"||"Date error"
120109018|"Canine Domestic"|"Canine Domestic Unspecified"|730|18.4|0.500|"lb"|"Suspected"|"2012-11-21-16.30.17"|"Evidence"||||"None"||"Date error"
120109932|"Canine Domestic"|"Toy Poodle Dog"|1022|2.7|0.500|"count"|"Possible"|"2012-11-24-13.15.55"|"Observed"||||"None"||"Date error"
120116883|"Canine Domestic"|"Airedale Terrier"|547|20.3|3.500|"count"|"Possible"|"2012-12-16-10.40.55"|"Observed"||||"None"||"Date error"
120119301|"Canine Domestic"|"Labrador Retriever"|240|20.3|1.000|"count"|"Observed"|"2012-12-23-10.15.53"|"Evidence"||||"None"||"Date error"
120120645|"Canine Domestic"|"Pembroke Welsh Corgi Dog"|2191|10.4|20.000|"count"|"Possible"|"2012-12-26-12.30.43"|"Suspected"||||"None"||"Date error"
130013264|"Canine Domestic"|"Labrador Retriever"|474|56.8|0.000|"Not App"|"Not Specific"|"2013-02-14-20.50.10"|"Observed"||||"None"||"Date error"
120078133|"Canine Domestic"|"American Pit Bull Terrier"|90|5.4|6.000|"count"|"Evidence"|"2012-08-19-17.10.48"|"Evidence"||||"None"||"Date error"
120082328|"Canine Domestic"|"Australian Shepherd Dog"|150|20.3|1.000|"lb"|"Evidence"|"2012-09-01-05.00.47"|"Evidence"||||"None"||"Date error"
120083250|"Canine Domestic"|"Shih Tzu Dog"|1826|9.0|1.000|"count"|"Observed"|"2012-09-03-16.30.50"|"Observed"||||"None"||"Date error"
120087772|"Canine Domestic"|"Rhodesian Ridgeback Dog"|240|15.4|20.000|"count"|"Not Specific"|"2012-09-17-06.30.05"|"Evidence"||||"None"||"Date error"
120087986|"Canine Domestic"|"Yorkshire Terrier"|240|5.8|10.000|"count"|"Observed"|"2012-09-17-20.15.12"|"Observed"||||"None"||"Date error"
120088606|"Canine Domestic"|"Weimaraner Dog"|1460|36.0|0.500|"lb"|"Evidence"|"2012-09-19-15.00.36"|"Observed"||||"None"||"Date error"
120089197|"Canine Domestic"|"Chihuahua Dog"|1826|6.7|30.000|"count"|"No Expo"|"2012-09-21-16.30.07"|"Evidence"||||"None"||"Date error"
120091241|"Canine Domestic"|"Miniature Dachshund Dog"|730|8.6|0.000|"Not App"|"Not Specific"|"2012-09-27-20.10.11"|"Evidence"||||"None"||"Date error"
120093530|"Canine Domestic"|"Chihuahua Dog"|365|1.8|1.000|"count"|"Observed"|"2012-10-04-18.10.32"|"Observed"||||"None"||"Date error"
120095280|"Canine Domestic"|"Shih Tzu Dog"|4017|6.5|1.000|"count"|"Evidence"|"2012-10-09-22.00.05"|"Evidence"||||"None"||"Date error"
120098925|"Canine Domestic"|"Cocker Spaniel"|2191|14.4|1.000|"count"|"Possible"|"2012-10-21-11.45.55"|"Suspected"||||"None"||"Date error"
120099073|"Canine Domestic"|"Labrador Retriever"|1643|27.6|50.000|"count"|"Evidence"|"2012-10-21-17.15.29"|"Evidence"||||"None"||"Date error"
120043518|"Canine Domestic"|"Samoyed Dog"|365|21.8|20.000|"count"|"Possible"|"2012-05-15-14.45.51"|"Evidence"||||"None"||"Date error"
120048233|"Canine Domestic"|"Golden Retriever"|120|15.1|5.000|"count"|"Possible"|"2012-05-28-13.15.37"|"Suspected"||||"None"||"Date error"
120049022|"Canine Domestic"|"Silky Terrier"|1826|9.0|0.000|"Unk"|"Unknown"|"2012-05-30-16.15.30"|"Evidence"||||"None"||"Date error"
120052155|"Canine Domestic"|"Labrador Retriever"|2008|34.4|25.000|"count"|"Possible"|"2012-06-07-18.15.48"|"Observed"||||"None"||"Date error"
120055558|"Canine Domestic"|"Miniature Dachshund Dog"|2556|5.4|4.000|"count"|"Possible"|"2012-06-17-10.45.40"|"Evidence"||||"None"||"Date error"
120057160|"Canine Domestic"|"Labrador Retriever"|365|29.4|7.000|"count"|"Possible"|"2012-06-22-00.00.01"|"Evidence"||||"None"||"Date error"
120059348|"Canine Domestic"|"Boxer Dog"|365|24.2|0.000|"Unk"|"Unknown"|"2012-06-28-05.00.30"|"Evidence"||||"None"||"Date error"
120061503|"Canine Domestic"|"Labrador Retriever"|1095|20.3|0.000|"Unk"|"Unknown"|"2012-07-04-06.30.45"|"Evidence"||||"None"||"Date error"
120070011|"Canine Domestic"|"Golden Retriever"|2921|29.4|25.000|"count"|"Possible"|"2012-07-27-18.39.25"|"Evidence"||||"None"||"Date error"
120073531|"Canine Domestic"|"Boston Terrier"|365|11.3|10.000|"count"|"Observed"|"2012-08-06-14.30.06"|"Observed"||||"None"||"Date error"
120076266|"Canine Domestic"|"English Springer Spaniel"|547|19.0|10.000|"count"|"Suspected"|"2012-08-14-12.20.28"|"Evidence"||||"None"||"Date error"
120077591|"Canine Domestic"|"Beagle Dog"|2556|13.5|5.000|"count"|"Evidence"|"2012-08-18-08.00.09"|"Evidence"||||"None"||"Date error"
120078099|"Canine Domestic"|"Labrador Retriever"|2556|22.6|40.000|"count"|"Evidence"|"2012-08-19-16.00.00"|"Evidence"||||"None"||"Date error"
120018943|"Canine Domestic"|"Labrador Retriever"|2921|24.7|2.000|"lb"|"Evidence"|"2012-03-05-14.00.20"|"Evidence"||||"None"||"Date error"
120019103|"Canine Domestic"|"American Pit Bull Terrier"|1460|29.4|1.000|"count"|"Observed"|"2012-03-06-05.45.33"|"Evidence"||||"None"||"Date error"
120019822|"Canine Domestic"|"Beagle Dog"|2556|12.0|10.000|"count"|"Observed"|"2012-03-08-17.15.47"|"Evidence"||||"None"||"Date error"
120021312|"Canine Domestic"|"American Pit Bull Terrier"|1095|27.1|1.000|"count"|"Evidence"|"2012-03-13-15.00.07"|"Evidence"||||"None"||"Date error"
120021961|"Canine Domestic"|"Miniature Schnauzer Dog"|3652|9.0|20.000|"count"|"Possible"|"2012-03-15-17.07.41"|"Evidence"||||"None"||"Date error"
120022037|"Canine Domestic"|"Labrador Retriever"|1460|36.2|0.000|"Unk"|"Unknown"|"2012-03-15-18.00.32"|"Evidence"||||"None"||"Date error"
120024136|"Canine Domestic"|"Shih Tzu Dog"|3835|5.4|3.500|"count"|"Evidence"|"2012-03-22-19.15.49"|"Evidence"||||"None"||"Date error"
120034209|"Canine Domestic"|"Canine Domestic Unspecified"|2921|33.6|0.000|"Unk"|"Unknown"|"2012-04-20-07.50.23"|"Evidence"||||"None"||"Date error"
120035123|"Canine Domestic"|"Pembroke Welsh Corgi Dog"|1095|14.4|1.000|"count"|"Evidence"|"2012-04-22-17.45.34"|"Observed"||||"None"||"Date error"
120035609|"Canine Domestic"|"Yorkshire Terrier"|330|3.6|0.000|"Unk"|"Unknown"|"2012-04-23-13.00.52"|"Possible"||||"None"||"Date error"
120037972|"Canine Domestic"|"Golden Retriever"|547|17.2|0.000|"Not App"|"Not Specific"|"2012-04-30-08.45.34"|"Evidence"||||"None"||"Date error"
120040083|"Canine Domestic"|"Golden Retriever"|300|18.1|1.500|"oz"|"Evidence"|"2012-05-06-07.10.13"|"Evidence"||||"None"||"Date error"
110115344|"Canine Domestic"|"Bulldog"|2921|30.8|2.000|"count"|"Observed"|"2011-12-12-15.37.21"|"Observed"||||"None"||"Date error"
110115719|"Canine Domestic"|"Pointer"|1460|27.0|0.500|"lb"|"Possible"|"2011-12-13-14.00.22"|"Evidence"||||"None"||"Date error"
110120030|"Canine Domestic"|"Border Collie Dog"|2556|22.6|15.000|"count"|"Evidence"|"2011-12-26-15.00.38"|"Evidence"||||"None"||"Date error"
120001905|"Canine Domestic"|"Pug Dog"|4017|9.0|8.000|"count"|"Possible"|"2012-01-07-13.15.40"|"Observed"||||"None"||"Date error"
120004610|"Canine Domestic"|"Labrador Retriever"|120|9.0|5.000|"count"|"Possible"|"2012-01-16-14.29.19"|"Observed"||||"None"||"Date error"
120005590|"Canine Domestic"|"Australian Shepherd Dog"|365|23.5|1.000|"lb"|"Suspected"|"2012-01-19-20.16.08"|"Unknown"||||"None"||"Date error"
120007043|"Canine Domestic"|"Canine Domestic Unspecified"|3652|45.3|1.000|"count"|"Evidence"|"2012-01-24-22.20.36"|"Possible"||||"None"||"Date error"
120008217|"Canine Domestic"|"Cocker Spaniel"|2556|13.5|8.000|"count"|"Possible"|"2012-01-29-08.00.45"|"Observed"||||"None"||"Date error"
120008312|"Canine Domestic"|"Labrador Retriever"|2191|21.2|1.000|"lb"|"Possible"|"2012-01-29-11.45.56"|"Evidence"||||"None"||"Date error"
120016055|"Canine Domestic"|"Shih Tzu Dog"|730|4.9|0.000|"Not App"|"Not Specific"|"2012-02-24-17.00.12"|"Evidence"||||"None"||"Date error"
120016290|"Canine Domestic"|"Labrador Retriever"|3469|29.4|6.000|"count"|"Possible"|"2012-02-25-13.45.25"|"Observed"||||"None"||"Date error"
120017525|"Canine Domestic"|"Golden Retriever"|2921|31.6|1.000|"lb"|"Evidence"|"2012-02-29-17.24.06"|"Evidence"||||"None"||"Date error"
110079040|"Canine Domestic"|"Labrador Retriever"|119|18.1|5.000|"count"|"Possible"|"2011-08-21-14.30.53"|"Evidence"||||"None"||"Date error"
110082006|"Canine Domestic"|"Siberian Husky Dog"|730|22.6|0.500|"lb"|"Possible"|"2011-08-30-12.30.44"|"Evidence"||||"None"||"Date error"
110085780|"Canine Domestic"|"American Pit Bull Terrier"|1095|29.4|0.000|"Unk"|"Unknown"|"2011-09-10-11.30.09"|"Suspected"||||"None"||"Date error"
110087051|"Canine Domestic"|"Labrador Retriever"|547|15.8|9.000|"count"|"Suspected"|"2011-09-14-19.30.49"|"Evidence"||||"None"||"Date error"
110092400|"Canine Domestic"|"Australian Shepherd Dog"|1460|18.5|15.000|"count"|"Evidence"|"2011-09-24-12.00.30"|"Evidence"||||"None"||"Date error"
110099721|"Canine Domestic"|"Rhodesian Ridgeback Dog"|2191|58.8|9.000|"oz"|"Evidence"|"2011-10-23-16.44.45"|"Evidence"||||"None"||"Date error"
110108082|"Canine Domestic"|"Australian Shepherd Dog"|913|24.4|0.250|"lb"|"Evidence"|"2011-11-19-00.00.56"|"Evidence"||||"None"||"Date error"
110109030|"Canine Domestic"|"Labrador Retriever"|3287|33.9|3.000|"count"|"Observed"|"2011-11-21-20.20.30"|"Evidence"||||"None"||"Date error"
110110626|"Canine Domestic"|"Labrador Retriever"|420|23.1|0.500|"lb"|"Possible"|"2011-11-25-20.00.43"|"Evidence"||||"None"||"Date error"
110110670|"Canine Domestic"|"American Pit Bull Terrier"|913|28.0|0.000|"lb"|"Evidence"|"2011-11-27-10.26.36"|"Evidence"||||"None"||"Date error"
110114172|"Canine Domestic"|"Miniature Dachshund Dog"|3469|4.9|1.000|"count"|"Observed"|"2011-12-08-18.30.01"|"Evidence"||||"None"||"Date error"
110057940|"Canine Domestic"|"Beagle Dog"|1095|22.6|6.000|"count"|"Evidence"|"2011-06-25-13.00.43"|"Observed"||||"None"||"Date error"
110061038|"Canine Domestic"|"Basset Hound"|4382|20.3|7.000|"oz"|"Evidence"|"2011-07-03-13.00.20"|"Evidence"||||"None"||"Date error"
110061237|"Canine Domestic"|"Golden Retriever"|547|30.5|5.500|"count"|"Observed"|"2011-07-03-20.38.50"|"Observed"||||"None"||"Date error"
110061426|"Canine Domestic"|"Beagle Dog"|4017|9.5|12.000|"count"|"Evidence"|"2011-07-04-13.24.01"|"Evidence"||||"None"||"Date error"
110061554|"Canine Domestic"|"Boston Terrier"|2447|6.8|7.000|"count"|"Suspected"|"2011-07-04-19.00.42"|"Evidence"||||"None"||"Date error"
110062038|"Canine Domestic"|"Labrador Retriever"|2921|49.9|1.000|"count"|"Evidence"|"2011-07-05-21.45.14"|"Evidence"||||"None"||"Date error"
110070696|"Canine Domestic"|"German Shepherd Dog"|56|5.6|7.000|"count"|"Observed"|"2011-07-28-15.30.52"|"Observed"||||"None"||"Date error"
110073370|"Canine Domestic"|"Rottweiler Dog"|330|40.7|2.000|"count"|"Observed"|"2011-08-04-16.30.41"|"Observed"||||"None"||"Date error"
110074321|"Canine Domestic"|"Havanese Dog"|2374|6.1|10.000|"count"|"Possible"|"2011-08-07-17.00.25"|"Evidence"||||"None"||"Date error"
110076879|"Canine Domestic"|"Cocker Spaniel"|365|13.5|11.000|"count"|"Evidence"|"2011-08-14-17.00.11"|"Evidence"||||"None"||"Date error"
110078835|"Canine Domestic"|"Maltese Dog"|180|2.0|2.000|"count"|"Observed"|"2011-08-20-22.45.36"|"Observed"||||"None"||"Date error"
110026365|"Canine Domestic"|"Cocker Spaniel"|730|12.6|5.000|"count"|"Possible"|"2011-03-28-20.30.17"|"Evidence"||||"None"||"Date error"
110030082|"Canine Domestic"|"Shiloh Shepherd Dog"|270|26.5|1.000|"lb"|"Observed"|"2011-04-08-22.00.41"|"Observed"||||"None"||"Date error"
110030849|"Canine Domestic"|"Bullmastiff Dog"|365|45.3|23.000|"count"|"Possible"|"2011-04-11-17.22.13"|"Evidence"||||"None"||"Date error"
110034428|"Canine Domestic"|"Chihuahua Dog"|2191|3.8|1.500|"oz"|"Observed"|"2011-04-22-18.00.31"|"Observed"||||"None"||"Date error"
110034469|"Canine Domestic"|"Cairn Terrier"|3287|10.4|3.000|"count"|"Observed"|"2011-04-22-19.35.52"|"Observed"||||"None"||"Date error"
110034700|"Canine Domestic"|"Golden Retriever"|438|29.4|10.000|"count"|"Evidence"|"2011-04-23-14.00.07"|"Observed"||||"None"||"Date error"
110036615|"Canine Domestic"|"Bernese Mountain Dog"|2191|36.2|1.860|"lb"|"Observed"|"2011-04-28-18.00.23"|"Evidence"||||"None"||"Date error"
110040269|"Canine Domestic"|"Pug Dog"|1278|8.8|1.000|"count"|"Possible"|"2011-05-08-17.00.06"|"Observed"||||"None"||"Date error"
110040730|"Canine Domestic"|"Miniature Poodle Dog"|1826|6.3|5.000|"count"|"Possible"|"2011-05-09-22.05.17"|"Possible"||||"None"||"Date error"
110051809|"Canine Domestic"|"Miniature Poodle Dog"|365|4.8|2.000|"count"|"Possible"|"2011-06-08-22.45.06"|"Evidence"||||"None"||"Date error"
110057200|"Canine Domestic"|"Cocker Spaniel"|1095|14.9|0.000|"Not App"|"Not Specific"|"2011-06-22-19.00.14"|"Evidence"||||"None"||"Date error"
100119775|"Canine Domestic"|"Rottweiler Dog"|1643|48.4|0.000|"count"|"Evidence"|"2010-12-28-11.30.46"|"Evidence"||||"None"||"Date error"
110005032|"Canine Domestic"|"Tibetan Terrier"|285|13.1|1.000|"count"|"Observed"|"2011-01-16-18.55.52"|"Evidence"||||"None"||"Date error"
110006389|"Canine Domestic"|"Cocker Spaniel"|365|10.1|5.000|"count"|"Possible"|"2011-01-21-16.00.51"|"Observed"||||"None"||"Date error"
110009653|"Canine Domestic"|"Labrador Retriever"|2191|42.5|1.000|"lb"|"Evidence"|"2011-02-01-12.00.22"|"Evidence"||||"None"||"Date error"
110010261|"Canine Domestic"|"Mastiff Dog"|730|39.6|1.000|"lb"|"Evidence"|"2011-02-03-16.50.59"|"Evidence"||||"None"||"Date error"
110013195|"Canine Domestic"|"Bichon Frise Dog"|4017|18.1|8.000|"count"|"Evidence"|"2011-02-13-09.30.29"|"Evidence"||||"None"||"Date error"
110014772|"Canine Domestic"|"Labrador Retriever"|547|38.5|2.000|"count"|"Possible"|"2011-02-18-18.00.04"|"Evidence"||||"None"||"Date error"
110017469|"Canine Domestic"|"Shih Tzu Dog"|300|5.8|5.000|"count"|"Possible"|"2011-02-27-13.00.55"|"Evidence"||||"None"||"Date error"
110019405|"Canine Domestic"|"Basset Hound"|2191|20.3|10.000|"count"|"Possible"|"2011-03-06-08.00.32"|"Observed"||||"None"||"Date error"
110019907|"Canine Domestic"|"Labrador Retriever"|3469|20.3|1.000|"lb"|"Possible"|"2011-03-07-15.00.18"|"Evidence"||||"None"||"Date error"
110020156|"Canine Domestic"|"Labrador Retriever"|3652|53.5|6.000|"count"|"Possible"|"2011-03-08-15.15.20"|"Observed"||||"None"||"Date error"
110021887|"Canine Domestic"|"Bichon Frise Dog"|1826|6.5|2.000|"count"|"Possible"|"2011-03-14-18.43.05"|"Evidence"||||"None"||"Date error"
110023379|"Canine Domestic"|"Labrador Retriever"|3287|44.3|7.000|"count"|"Evidence"|"2011-03-19-17.00.42"|"Evidence"||||"None"||"Date error"
110024663|"Canine Domestic"|"Yorkshire Terrier"|2008|2.2|10.000|"count"|"Suspected"|"2011-03-23-17.30.02"|"Evidence"||||"None"||"Date error"
100093817|"Canine Domestic"|"Labrador Retriever"|547|27.1|25.000|"count"|"Possible"|"2010-10-09-11.00.19"|"Evidence"||||"None"||"Date error"
100095790|"Canine Domestic"|"Pomeranian Dog"|150|1.8|10.000|"count"|"Possible"|"2010-10-14-22.00.41"|"Observed"||||"None"||"Date error"
100095829|"Canine Domestic"|"Chesapeake Bay Retriever"|150|24.9|0.500|"lb"|"Possible"|"2010-10-15-15.30.12"|"Evidence"||||"None"||"Date error"
100096145|"Canine Domestic"|"Golden Retriever"|1095|30.8|14.000|"count"|"Suspected"|"2010-10-16-13.00.38"|"Evidence"||||"None"||"Date error"
100097135|"Canine Domestic"|"Pug Dog"|3652|8.1|15.000|"count"|"Evidence"|"2010-10-18-17.00.17"|"Observed"||||"None"||"Date error"
100099084|"Canine Domestic"|"Shih Tzu Dog"|547|5.8|10.000|"count"|"Evidence"|"2010-10-24-20.50.09"|"Observed"||||"None"||"Date error"
100102884|"Canine Domestic"|"Beagle Dog"|2921|18.5|1.500|"lb"|"Observed"|"2010-11-05-17.00.28"|"Evidence"||||"None"||"Date error"
100105141|"Canine Domestic"|"Yorkshire Terrier"|1826|2.0|2.000|"count"|"Observed"|"2010-11-12-21.15.24"|"Observed"||||"None"||"Date error"
100105700|"Canine Domestic"|"Rough Collie Dog"|2191|29.4|10.000|"count"|"Suspected"|"2010-11-14-15.45.03"|"Observed"||||"None"||"Date error"
100115716|"Canine Domestic"|"Labrador Retriever"|240|31.7|2.000|"count"|"Possible"|"2010-12-16-18.40.17"|"Evidence"||||"None"||"Date error"
100072956|"Canine Domestic"|"Canine Domestic Unspecified"|547|23.5|100.000|"count"|"Possible"|"2010-08-07-09.50.55"|"Evidence"||||"None"||"Date error"
100081448|"Canine Domestic"|"Miniature Schnauzer Dog"|365|5.4|0.000|"Not App"|"Not Specific"|"2010-08-31-20.30.40"|"Observed"||||"None"||"Date error"
